,store,address,phone
338,인덕원2점,경기 안양시 동안구 흥안대로517번길 32,1577-9621 소프트크림 판매점
339,안산상아점,경기 안산시 단원구 고잔1길 63,031-410-7507
340,파주용미점,경기도 파주시 광탄면 장지산로 111,031-941-4119
341,파주교하점,경기 파주시 교하로 1357,1577-9621
342,초림한솔점,경기 성남시 분당구 황새울로200번길 22,1577-9621
343,오정성진점,경기 부천시 부천로476번길 83 (오정동),1577-9621
344,안성중앙대점,경기 안성시 대덕면 서동대로 4726,031-676-4307
345,평택비전2점,경기도 평택시 평남로 709,1577-9621
346,부천북부점,경기 부천시 부일로 434,1577-9621
347,안성내리중앙점,경기 안성시 대덕면 내리6길 6,031-372-6371
348,권선중앙점,경기 수원시 권선구 장다리로 109,1577-9621
349,정왕공원점,경기도 시흥시 봉우재로69번길 9,031-497-9188 소프트크림 판매점
350,이천테르메덴점,경기 이천시 모가면 사실로 1038,031-631-1157
351,매탄매화점,경기 수원시 영통구 매여울로53번길 77,1577-9621
352,의정부파크점,경기 의정부시 평화로551번길 13,1577-9621
353,하남신장점,경기도 하남시 신장로 97,1577-9621
354,이천설봉공원점,경기도 이천시 설봉로 37,031-635-5799 소프트크림 판매점
355,화성한미점,경기도 화성시 팔탄면 무하로 221,031-356-8986
356,수원영화점,경기 수원시 장안구 수성로364번길 53,031-251-6160
357,갈마터널점,경기 광주시 순암로 496,031-761-8959
358,구리토평점,경기 구리시 벌말로147번길 34-17,1577-9621 소프트크림 판매점
359,기흥보라점,"경기 용인시 기흥구 한보라2로 170, 104호,105호",1577-9621 소프트크림 판매점
360,용인진흥점,경기 용인시 기흥구 중부대로746번길 21 상가동 107호,1577-9621
361,수원정자점,경기 수원시 장안구 장안로103번길 3 (정자동),031-241-2208 소프트크림 판매점
362,광주목동점,경기 광주시 광남안로 8 (태전동 359-23),031-767-9021 소프트크림 판매점
363,청북부영점,경기 평택시 청북읍 안청로1길 92,1577-9621 소프트크림 판매점
364,남양주금남점,경기 남양주시 화도읍 북한강로 1501,1577-9621 소프트크림 판매점
365,탑동중앙점,경기 수원시 권선구 탑동로 1,1577-9621
366,성남모란역점,경기 성남시 중원구 성남대로1147번길 6-1,1577-9621
367,수원고등점,경기 수원시 팔달구 고화로39번길 73,031-252-4498
368,인계하이엘점,경기 수원시 팔달구 효원로219번길 48,031-223-4302
369,광주경안점,경기 광주시 경안천로 150,070-7785-2325
370,포승타운점,경기도 평택시 포승읍 여술1길 76  카임하우스 1층 104호,1577-9621
371,시흥현대점,경기 시흥시 수인로3409번길 46 현대아파트 상가동 제1층,1577-9621
372,운정본점,경기 파주시 가온로 243 가람마을10단지 동양엠파트 월드메르디앙 501-109,1577-9621
373,안산광덕로점,"경기 안산시 상록구 광덕산2로 37, 102호",031-402-3281
374,시흥물왕점,경기 시흥시 금화로 461,031-405-7773
375,평촌대림점,경기도 안양시 동안구 평의길 33,031-424-9528
376,김포애기봉점,경기 김포시 월곶면 애기봉로 472,031-998-4745
377,안산데코점,"경기 안산시 상록구 광덕1로 355 (129, 136호)",1577-9621
378,평촌베스티움점,경기도 안양시 동안구 시민대로 281,031-383-0102
379,메가밸리점,경기 안양시 동안구 학의로 268 메가밸리 S103호,1577-9621
380,수원매탄점,경기 수원시 영통구 인계로 293-1,1577-9621
381,용인동천점,경기 용인시 수지구 동천로63번길 10,031-285-0773
382,동아방송대점,경기 안성시 삼죽면 서동대로 6321,1577-9621 소프트크림 판매점
383,판교웰츠점,경기도 성남시 분당구 분당내곡로 155 (삼평동),1577-9621
384,발안동오점,경기 화성시 향남읍 발안로 378,1577-9621
385,포천일동점,경기 포천시 일동면 화동로1063번길 1-4,1577-9621
386,화성창곡점,경기도 화성시 팔탄면 푸른들판로 959,1577-9621
387,안양수촌점,경기 안양시 동안구 관평로305번길 50 (관양동),1577-9621
388,구리주공점,"경기 구리시 건원대로76번길 77 ,101호",1577-9621
389,영화북문점,경기 수원시 장안구 팔달로259번길 18,031-248-2333
390,문산본점,경기 파주시 문산읍 사임당로 65,1577-9621
391,양평용문역점,경기 양평군 용문면 용문시장3길 9,1577-9621
392,양곡휴먼시아점,"경기 김포시 김포한강8로 331 상가2동 104호, 105호",1577-9621
393,송우태봉점,경기 포천시 소흘읍 태봉로 152,031-541-8808
394,수지거묵점,경기 용인시 수지구 정평로 40-4,1577-9621 소프트크림 판매점
395,분당미금역점,경기 성남시 분당구 돌마로 68,1577-9621 소프트크림 판매점
396,여주점동점,경기 여주시 점동면 청안로 158,1577-9621 소프트크림 판매점
397,별내별가람점,"경기 남양주시 덕송3로 16 별가람마을 13단지 상가동 103호, 104호",1577-9621 소프트크림 판매점
398,영통경희대점,경기 수원시 영통구 영일로6번길 17,1577-9621 소프트크림 판매점
399,의정부신촌점,경기 의정부시 의정로 193,1577-9621 소프트크림 판매점
400,의정부역점,경기 의정부시 신흥로232번길 5,031-875-8174 소프트크림 판매점
401,곤지암점,경기 광주시 곤지암읍 곤지암로 61,1577-9621 소프트크림 판매점
402,송탄대로점,경기 평택시 경기대로 1389,1577-9621 소프트크림 판매점
403,곡반정동점,경기 수원시 권선구 곡선로49번길 13-3,031-898-7893
404,군포금정점,경기 군포시 금정로18번길 2,031-427-1386 소프트크림 판매점
405,미금현대점,경기 성남시 분당구 성남대로172번길 12,1577-9621 소프트크림 판매점
406,수원삼익점,경기 수원시 장안구 경수대로 1082,031-271-9958
407,라페스타점,"경기 고양시 일산동구 호수로 672 대우메종리브르 109호,110호",1577-9621 소프트크림 판매점
408,덕정주공점,"경기 양주시 고암길 305-44 청담마을 상가동 102, 103, 104호",1577-9621 소프트크림 판매점
409,김포대곶점,경기 김포시 대곶면 대명항로 266,031-983-9088
410,신모란본점,경기 성남시 중원구 성남대로1148번길 9,1577-9621 소프트크림 판매점
411,화성세자로점,경기도 화성시 정남면 세자로 345,1577-9621
412,수원조원점,경기 수원시 장안구 조원로 91,1577-9621
413,범계백두점,경기 안양시 동안구 평촌대로217번길 27,031-387-8042
414,안산중앙2점,경기 안산시 단원구 고잔2길 45,031-482-6331 소프트크림 판매점
415,평촌대륭1호점,경기 안양시 동안구 시민대로 401 (관양동) 1층 101호(대륭테크노타운 15차),1577-9621
416,시흥큰솔로점,"경기 시흥시 큰솔로42번길 2, 1층",1577-9621 소프트크림 판매점
417,용인송담대점,경기 용인시 처인구 동부로 26,031-335-6526 소프트크림 판매점
418,신흥승리점,경기 성남시 수정구 공원로 339,1577-9621 소프트크림 판매점
419,수원구운점,경기 수원시 권선구 구운로86번길 3,1577-9621
420,문산주공점,경기 파주시 문산읍 방촌로 1720 휴먼시아 상가동 103호,1577-9621
421,시흥대야점,경기 시흥시 비둘기공원6길 16,031-311-5714
422,남양주호평점,경기 남양주시 늘을1로16번안길 3-24,1577-9621 소프트크림 판매점
423,부천여월점,경기 부천시 성곡로 88,1577-9621
424,부천소신점,경기 부천시 부일로 496,032-665-8418 소프트크림 판매점
425,김포구래점,"경기 김포시 양촌읍 대곶남로 705, 제 1동 101호, 102호",1577-9621
426,화성공단점,경기 화성시 장안면 돌서지길 141,1577-9621
427,가운주공점,경기 남양주시 가운로2길 28,1577-9621 소프트크림 판매점
428,수원연무2점,경기 수원시 장안구 창훈로60번길 21,031-255-6019
429,우만현대점,경기도 수원시 팔달구 권광로 358,1577-9621
430,화성신미주점,경기도 화성시 융건로 85 (배양동 69-311),1577-9621
431,안산감골공원점,경기 안산시 상록구 감골공원길 31,1577-9621 소프트크림 판매점
432,부천춘의점,경기 부천시 계남로 349,032-663-0692 소프트크림 판매점
433,금촌로터리점,경기 파주시 번영로 20 (금촌동) 이노빌딩 101호,1577-9621
434,안산와동점,경기 안산시 단원구 와동공원로 122,1577-9621 소프트크림 판매점
435,용인타운점,경기 용인시 처인구 백옥대로1370번길 11-17,1577-9621
436,석수현대점,경기 안양시 만안구 안양로 512,031-472-6495 소프트크림 판매점
437,세류2점,경기 수원시 권선구 정조로 588(세류동 167-1),1577-9621 소프트크림 판매점
438,안산신안점,경기 안산시 상록구 샘골로7길 18-1,1577-9621 소프트크림 판매점
439,남양주답내점,경기 남양주시 화도읍 경춘로 2349,031-511-7586
440,궐동드림빌점,경기 오산시 궐동로69번서길 40,1577-9621
441,수원베스트점,경기 수원시 권선구 효원로266번길 25,1577-9621
442,평촌한림대점,경기 안양시 동안구 관평로170번길 43 훼미리상가 128호,1577-9621
443,화성율암점,경기 화성시 팔탄면 시청로 847,1577-9621
444,오산우리점,경기 오산시 궐동로69번길 31,031-372-2807
445,안산현대점,"경기 안산시 상록구 월피로 22, 안산현대아파트 상가A동 1층 ,2호",1577-9621 소프트크림 판매점
446,화성현대점,경기도 화성시 영통로 59,1577-9621
447,수원송죽점,경기 수원시 장안구 파장로 19,1577-9621
448,인덕시너스점,경기 안양시 동안구 흥안대로 519 (관양동) 아이퍼스트 1층 107호,1577-9621
449,수원로데오점,경기 수원시 팔달구 향교로 8,1577-9621
450,안산주공점,"경기도 안산시 단원구 초지2로 41 상가동 105호, 106호",1577-9621 소프트크림 판매점
451,서현3점,경기 성남시 분당구 서현로 192,1577-9621
452,송탄장안점,경기 평택시 추담로 58-78 코오롱하늘채 단지내상가 2-100,1577-9621 소프트크림 판매점
453,별내주공점,"경기 남양주시 별내5로 24 상가동 104,105호",1577-9621 소프트크림 판매점
454,안성신라점,"경기 안성시 대덕면 대학6길 21, 101호,110호",031-676-5554 소프트크림 판매점
455,민락행복점,경기도 의정부시 용현로160번길 20,031-852-0626
456,월곶풍림점,경기 시흥시 월곶중앙로70번안길 21,031-318-7134
457,포천이동교점,경기 포천시 소흘읍 호국로 297,1577-9621
458,시흥MTV점,"경기 시흥시 엠티브이북로 43-26, 101,102호",1577-9621
459,의정부행복로점,경기도 의정부시 행복로 48,1577-9621 소프트크림 판매점
460,시흥우성점,"경기 시흥시 정왕천로 446, 1층 101호",1577-9621
461,배곧시티점,"경기 시흥시 배곧3로 27-7, 시흥배곧에스케이뷰 제상가2동 101.102호",1577-9621 소프트크림 판매점
462,야탑엔지빌점,경기 성남시 분당구 장미로48번길 14,031-781-7286 소프트크림 판매점
463,광주행운점,경기 광주시 도척면 도척윗로 168,1577-9621
464,이천SK점,경기 이천시 부발읍 대산로288번길 96,031-637-2275 소프트크림 판매점
465,용인동백점,경기 용인시 기흥구 동백중앙로 203,1577-9621 소프트크림 판매점
466,광주성산점,경기 광주시 곤지암읍 광여로 233,1577-9621
467,안산선부점,경기 안산시 단원구 선삼로1길 36,1577-9621 소프트크림 판매점
468,조암IC점,경기 화성시 장안면 버들로 1073,1577-9621
469,동탄산단점,경기 화성시 동탄면 동탄기흥로 125,1577-9621 소프트크림 판매점
470,용인센터점,"경기 용인시 처인구 금령로 43 용인유메이드 107호,108호(김량장동 254-158)",1577-9621
471,신동센터점,경기 수원시 영통구 신원로 105,1577-9621
472,성남광명점,경기 성남시 중원구 광명로256번길 8-1(중앙동),1577-9621
473,오산타운점,경기 오산시 궐동로7번길 3-9,1577-9621
474,범계다운타운점,경기 안양시 동안구 시민대로 214,031-382-3679
475,파주부곡점,경기 파주시 파주읍 정문로 638,031-953-1574
476,파주운정점,경기 파주시 해솔로 85,1577-9621
477,천마산점,경기 남양주시 화도읍 먹갓로38번길 3,031-595-5178
478,수지푸르지오점,"경기 용인시 수지구 광교중앙로295번길 21, 108호,109호",1577-9621 소프트크림 판매점
479,안성칠곡점,경기 안성시 원곡면 만세로 1056,1577-9621 소프트크림 판매점
480,인계베스트점,경기 수원시 팔달구 세지로152번길 46,1577-9621
